title,authors,conference_name,conference_year,link
Modelling Cellular Perturbations with the Sparse Additive Mechanism Shift Variational Autoencoder.,"Michael Bereket, Theofanis Karaletsos","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/0001ca33ba34ce0351e4612b744b3936-Abstract-Conference.html
Cross-Episodic Curriculum for Transformer Agents.,"Lucy Xiaoyang Shi, Yunfan Jiang, Jake Grigsby, Linxi Fan, Yuke Zhu","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/001608167bb652337af5df0129aeaabd-Abstract-Conference.html
PaintSeg: Painting Pixels for Training-free Segmentation.,"Xiang Li, Chung-Ching Lin, Yinpeng Chen, Zicheng Liu, Jinglu Wang, Rita Singh, Bhiksha Raj","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/0021c2cb1b9b6a71ac478ea52a93b25a-Abstract-Conference.html
Bootstrapping Vision-Language Learning with Decoupled Language Pre-training.,"Yiren Jian, Chongyang Gao, Soroush Vosoughi","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/002262941c9edfd472a79298b2ac5e17-Abstract-Conference.html
Path following algorithms for 𝓁2-regularized M-estimation with approximation guarantee.,"Yunzhang Zhu, Renxiong Liu","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/00296c0e10cd24d415c2db63ea2a2c68-Abstract-Conference.html
PDF: Point Diffusion Implicit Function for Large-scale Scene Neural Representation.,"Yuhan Ding, Fukun Yin, Jiayuan Fan, Hui Li, Xin Chen, Wen Liu, Chongshan Lu, Gang Yu, Tao Chen","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/0073cc73e1873b35345209b50a3dab66-Abstract-Conference.html
Natural Actor-Critic for Robust Reinforcement Learning with Function Approximation.,"Ruida Zhou, Tao Liu, Min Cheng, Dileep Kalathil, P. R. Kumar, Chao Tian","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/007f4927e60699392425f267d43f0940-Abstract-Conference.html
Adaptive Selective Sampling for Online Prediction with Experts.,"Rui M. Castro, Fredrik Hellström, Tim van Erven","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/00b67df24009747e8bbed4c2c6f9c825-Abstract-Conference.html
Gigastep - One Billion Steps per Second Multi-agent Reinforcement Learning.,"Mathias Lechner, Lianhao Yin, Tim Seyde, Tsun-Hsuan Johnson Wang, Wei Xiao, Ramin M. Hasani, Joshua Rountree, Daniela Rus","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/00ba06ba5c324efdfb068865ca44cf0b-Abstract-Datasets_and_Benchmarks.html
Attentive Transfer Entropy to Exploit Transient Emergence of Coupling Effect.,"Xiaolei Ru, Xinya Zhang, Zijia Liu, Jack Murdoch Moore, Gang Yan","37th NeurIPS 2023:
New Orleans, LA, USA",2023,http://papers.nips.cc/paper_files/paper/2023/hash/00bb4e415ef117f2dee2fc3b778d806d-Abstract-Conference.html
