title,authors,conference_name,conference_year,link
Single-Stage Instance Shadow Detection With Bidirectional Relation Learning.,"Tianyu Wang, Xiaowei Hu, Chi-Wing Fu, Pheng-Ann Heng",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Wang_Single-Stage_Instance_Shadow_Detection_With_Bidirectional_Relation_Learning_CVPR_2021_paper.html
DeepMetaHandles: Learning Deformation Meta-Handles of 3D Meshes With Biharmonic Coordinates.,"Minghua Liu, Minhyuk Sung, Radomír Mech, Hao Su",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Liu_DeepMetaHandles_Learning_Deformation_Meta-Handles_of_3D_Meshes_With_Biharmonic_Coordinates_CVPR_2021_paper.html
Learning Delaunay Surface Elements for Mesh Reconstruction.,"Marie-Julie Rakotosaona, Paul Guerrero, Noam Aigerman, Niloy J. Mitra, Maks Ovsjanikov",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Rakotosaona_Learning_Delaunay_Surface_Elements_for_Mesh_Reconstruction_CVPR_2021_paper.html
Fusing the Old with the New: Learning Relative Camera Pose with Geometry-Guided Uncertainty.,"Bingbing Zhuang, Manmohan Chandraker",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Zhuang_Fusing_the_Old_with_the_New_Learning_Relative_Camera_Pose_CVPR_2021_paper.html
Skeleton Merger: An Unsupervised Aligned Keypoint Detector.,"Ruoxi Shi, Zhengrong Xue, Yang You, Cewu Lu",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Shi_Skeleton_Merger_An_Unsupervised_Aligned_Keypoint_Detector_CVPR_2021_paper.html
Uncertainty Guided Collaborative Training for Weakly Supervised Temporal Action Detection.,"Wenfei Yang, Tianzhu Zhang, Xiaoyuan Yu, Qi Tian, Yongdong Zhang, Feng Wu",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Yang_Uncertainty_Guided_Collaborative_Training_for_Weakly_Supervised_Temporal_Action_Detection_CVPR_2021_paper.html
Pixel Codec Avatars.,"Shugao Ma, Tomas Simon, Jason M. Saragih, Dawei Wang, Yuecheng Li, Fernando De la Torre, Yaser Sheikh",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Ma_Pixel_Codec_Avatars_CVPR_2021_paper.html
HOTR: End-to-End Human-Object Interaction Detection With Transformers.,"Bumsoo Kim, Junhyun Lee, Jaewoo Kang, Eun-Sol Kim, Hyunwoo J. Kim",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Kim_HOTR_End-to-End_Human-Object_Interaction_Detection_With_Transformers_CVPR_2021_paper.html
Tuning IR-Cut Filter for Illumination-Aware Spectral Reconstruction From RGB.,"Bo Sun, Junchi Yan, Xiao Zhou, Yinqiang Zheng",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Sun_Tuning_IR-Cut_Filter_for_Illumination-Aware_Spectral_Reconstruction_From_RGB_CVPR_2021_paper.html
DeFlow: Learning Complex Image Degradations From Unpaired Data With Conditional Flows.,"Valentin Wolf, Andreas Lugmayr, Martin Danelljan, Luc Van Gool, Radu Timofte",CVPR 2021: Virtual Event,2021,https://openaccess.thecvf.com/content/CVPR2021/html/Wolf_DeFlow_Learning_Complex_Image_Degradations_From_Unpaired_Data_With_Conditional_CVPR_2021_paper.html
